epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,19206.8,1.20334,0.65431,1.2159,0.92584,0.83662,0.90112,0.59251,1.02063,1.19865,1.06335,0.00142,0.00142,0.00142
132,19355.9,1.19702,0.64717,1.21158,0.92615,0.83632,0.90116,0.59266,1.02064,1.19183,1.06323,0.001354,0.001354,0.001354
133,19505.9,1.19454,0.64287,1.21274,0.92713,0.83642,0.90149,0.59261,1.02035,1.18642,1.06292,0.001288,0.001288,0.001288
134,19655.2,1.19142,0.6429,1.20624,0.92757,0.83607,0.90157,0.59309,1.01977,1.17704,1.06232,0.001222,0.001222,0.001222
135,19804.9,1.19181,0.64298,1.20838,0.92939,0.83538,0.90196,0.59288,1.01962,1.17137,1.06196,0.001156,0.001156,0.001156
136,19954.1,1.19552,0.6455,1.21206,0.93016,0.83495,0.90212,0.59321,1.01948,1.16459,1.06171,0.00109,0.00109,0.00109
137,20103.3,1.19017,0.63725,1.20733,0.92999,0.8348,0.9018,0.59308,1.01936,1.1576,1.0615,0.001024,0.001024,0.001024
138,20252.9,1.19023,0.63556,1.20866,0.92696,0.83586,0.90195,0.59338,1.01891,1.15041,1.06106,0.000958,0.000958,0.000958
139,20402.5,1.18536,0.6333,1.2058,0.92705,0.83546,0.90196,0.59358,1.01876,1.14443,1.06103,0.000892,0.000892,0.000892
140,20552.6,1.18678,0.63343,1.20333,0.92699,0.83541,0.90186,0.59389,1.01868,1.14261,1.06088,0.000826,0.000826,0.000826
141,20723,1.16347,0.55994,1.21068,0.92721,0.83553,0.90199,0.59386,1.01858,1.13606,1.06073,0.00076,0.00076,0.00076
142,20870.2,1.15791,0.5551,1.20614,0.92684,0.83672,0.90255,0.59412,1.0184,1.12689,1.06054,0.000694,0.000694,0.000694
143,21018.3,1.15313,0.55618,1.20309,0.92776,0.83662,0.90259,0.5946,1.01814,1.11952,1.06048,0.000628,0.000628,0.000628
144,21166.2,1.15649,0.55405,1.20308,0.92733,0.83702,0.90237,0.59478,1.01834,1.11219,1.0608,0.000562,0.000562,0.000562
145,21314,1.1542,0.55428,1.204,0.92738,0.83708,0.90241,0.59508,1.01846,1.1018,1.06091,0.000496,0.000496,0.000496
146,21460.8,1.14863,0.55195,1.20102,0.92503,0.83934,0.90232,0.59528,1.01824,1.09194,1.0609,0.00043,0.00043,0.00043
147,21608,1.1434,0.54681,1.1996,0.92492,0.84042,0.90276,0.59577,1.018,1.08456,1.06066,0.000364,0.000364,0.000364
148,21755.5,1.14558,0.54748,1.19803,0.92561,0.84072,0.90312,0.59601,1.0179,1.0773,1.06055,0.000298,0.000298,0.000298
149,21903,1.14033,0.54353,1.19557,0.92589,0.84033,0.90289,0.59625,1.01758,1.07121,1.06038,0.000232,0.000232,0.000232
150,22050.4,1.14062,0.54442,1.19504,0.92808,0.83753,0.90301,0.59633,1.01731,1.06746,1.06007,0.000166,0.000166,0.000166
